GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1400000US17031050700,17031050700,"Census Tract 507, Cook County, Illinois",363,47,0,11,0,11,0,11,4,6,2,5,0,11,0,11,0,11,0,11,0,11,31,26,33,19,47,25,35,22,66,28,145,34
1400000US17031050800,17031050800,"Census Tract 508, Cook County, Illinois",304,46,0,11,8,11,0,11,0,11,0,11,7,10,0,11,0,11,34,29,5,7,11,12,8,8,25,15,29,17,32,18,145,31
1400000US17031050900,17031050900,"Census Tract 509, Cook County, Illinois",395,59,4,7,0,11,15,13,5,7,4,7,0,11,25,19,22,21,0,11,42,34,42,22,31,23,29,24,53,30,38,21,85,31
1400000US17031051000,17031051000,"Census Tract 510, Cook County, Illinois",375,52,11,12,6,9,0,11,11,12,0,11,5,7,7,7,13,13,0,11,24,23,17,15,13,13,38,25,20,15,59,33,151,38
1400000US17031051100,17031051100,"Census Tract 511, Cook County, Illinois",420,61,0,11,6,9,6,9,0,11,0,11,26,17,0,11,4,6,13,12,5,8,11,12,13,14,32,35,55,32,62,36,187,52
1400000US17031051200,17031051200,"Census Tract 512, Cook County, Illinois",344,57,5,7,0,11,0,11,0,11,19,24,0,11,6,10,6,8,0,11,0,11,0,11,48,30,44,26,41,31,49,28,126,43
1400000US17031051300,17031051300,"Census Tract 513, Cook County, Illinois",714,87,0,11,9,14,6,9,13,20,0,11,29,27,0,11,0,11,0,11,0,11,25,17,89,57,37,29,98,48,140,73,268,63
1400000US17031051400,17031051400,"Census Tract 514, Cook County, Illinois",409,61,10,10,5,8,17,16,9,10,5,7,0,11,0,11,28,37,1,4,6,8,19,14,33,19,67,29,21,14,47,27,141,35
1400000US17031060100,17031060100,"Census Tract 601, Cook County, Illinois",556,98,22,30,0,11,0,11,9,12,36,28,0,11,24,23,0,11,12,19,0,11,41,47,39,31,45,29,33,28,72,39,223,60
1400000US17031060200,17031060200,"Census Tract 602, Cook County, Illinois",333,65,28,38,0,11,0,11,25,39,13,17,0,11,0,11,0,11,5,7,9,13,11,13,30,28,42,40,32,22,39,30,99,35
1400000US17031060300,17031060300,"Census Tract 603, Cook County, Illinois",755,108,0,11,0,11,0,11,0,11,8,11,0,11,0,11,10,15,8,12,4,16,95,72,47,35,89,42,44,43,162,64,288,84
